block_position,model_coefficient,selected_die_contribution,pass_mean,new_failure_mean,class_mean_difference,absolute_selected_die_contribution
63,0.00078793993,-0.0006249747,100.67418,100.24609,-0.42808533,0.0006249747
64,0.00333771,0.0012342692,100.16849,99.95608,-0.21240997,0.0012342692
65,0.008398226,-0.00027237952,99.75935,100.41869,0.6593399,0.00027237952
66,0.010801648,0.008023303,100.13998,100.55073,0.41075134,0.008023303
67,0.013098203,0.007775562,99.56461,100.07407,0.50946045,0.007775562
68,0.011364006,0.022553772,99.70931,100.12337,0.41405487,0.022553772
69,0.01023362,-0.0018621419,100.05421,100.16054,0.10633087,0.0018621419
70,0.006131067,0.008599529,100.035194,100.2381,0.20290375,0.008599529
71,0.005195946,0.002502333,100.01837,100.59848,0.58010864,0.002502333
72,0.003432919,0.00309022,100.18816,100.74373,0.5555649,0.00309022
73,0.002432006,-0.0014385257,99.827736,100.88931,1.0615768,0.0014385257
74,0.0037027237,-0.0004058051,99.68029,100.388374,0.7080841,0.0004058051
75,0.0053826724,-0.0042304606,99.897675,100.17632,0.27864838,0.0042304606
76,0.0071447976,-0.0039280057,99.920586,100.171425,0.25083923,0.0039280057
77,0.009652578,0.007956203,99.607155,100.022064,0.41490936,0.007956203
78,0.011164395,-0.019518353,99.83787,100.66579,0.827919,0.019518353
79,0.013322967,-0.011286875,99.81504,100.542175,0.7271347,0.011286875
80,0.014898129,-0.016549163,99.9495,100.28888,0.33937836,0.016549163
81,0.0138404835,0.008283521,99.89374,100.17592,0.2821808,0.008283521
82,0.014314877,-0.010991964,100.179695,100.27587,0.09617615,0.010991964
83,0.010844162,0.0062204036,100.08251,99.89358,-0.18893433,0.0062204036
84,0.008984333,-0.006641893,99.89889,100.406044,0.5071564,0.006641893
85,0.003920683,-0.0028233738,100.29094,100.1834,-0.107536316,0.0028233738
86,0.0048502823,-0.003143611,100.226456,100.60255,0.376091,0.003143611
87,0.0032012057,0.0013067039,100.55415,100.158455,-0.39569855,0.0013067039
88,0.0044439565,0.0036426205,100.3378,100.91268,0.5748825,0.0036426205
89,0.0075588413,-0.00060706417,100.419205,100.38945,-0.029754639,0.00060706417
90,0.0051898635,-0.0119231995,99.67285,100.45284,0.77999115,0.0119231995
91,0.0070720557,-0.0037071372,100.70155,100.020096,-0.6814575,0.0037071372
92,0.0061754235,0.0023847388,100.36866,100.11265,-0.25601196,0.0023847388
93,0.009410623,-0.0068487185,100.35871,100.27449,-0.084220886,0.0068487185
94,0.009855677,0.008819759,100.104034,100.481995,0.3779602,0.008819759
95,0.008371492,0.0035960085,100.526024,100.16002,-0.36600494,0.0035960085
96,0.0103611555,0.005025096,100.541306,99.91368,-0.6276245,0.005025096
97,0.0072108144,-0.0013536888,100.00631,100.37563,0.36932373,0.0013536888
98,0.0067969374,-0.007953412,100.10523,100.32697,0.22174072,0.007953412
99,0.0064683976,-0.0013235963,100.44247,99.90141,-0.5410538,0.0013235963
100,0.0063735684,0.00053316285,99.94921,100.49112,0.54190826,0.00053316285
101,0.008164167,0.0028242767,100.03746,99.96223,-0.07523346,0.0028242767
102,0.00765427,-0.005665753,99.6291,100.323006,0.6939087,0.005665753
103,0.007191623,0.003858097,99.725586,100.23189,0.5063019,0.003858097
104,0.0072133304,0.003899735,99.83145,99.79623,-0.035224915,0.003899735
105,0.006854769,0.00021500968,99.94626,100.038765,0.09250641,0.00021500968
106,0.0068259104,0.005244888,100.36135,100.60587,0.2445221,0.005244888
107,0.00532773,0.006221846,99.89264,99.70177,-0.19087219,0.006221846
108,0.008069285,0.012266964,99.832924,99.88969,0.056762695,0.012266964
109,0.009993877,0.012272321,99.64175,99.90765,0.2659073,0.012272321
110,0.012716937,0.009434875,99.835335,99.951164,0.11582947,0.009434875
111,0.013746905,0.019432466,100.00265,100.20456,0.20191193,0.019432466
112,0.014512851,0.0074562794,99.87677,100.17707,0.3003006,0.0074562794
113,0.012675777,0.0037031106,99.96298,99.82508,-0.1379013,0.0037031106
114,0.013957932,-0.0015771121,100.0798,100.1911,0.11129761,0.0015771121
115,0.013204836,-0.0158332,99.88161,100.03143,0.14982605,0.0158332
116,0.014019201,-0.008525343,100.1313,99.9273,-0.20400238,0.008525343
117,0.0117101865,-0.004618301,100.215805,100.28521,0.0694046,0.004618301
118,0.011296706,-0.005422173,99.78928,100.26527,0.47598267,0.005422173
119,0.0097096255,7.832058e-05,100.06333,100.23472,0.17138672,7.832058e-05
120,0.0072897454,-0.0069383923,99.98853,100.05176,0.06322479,0.0069383923
121,0.0045547816,-0.0032218515,99.85508,100.41982,0.56474304,0.0032218515
122,0.003173938,-0.0013442286,99.701126,100.137146,0.4360199,0.0013442286
123,0.00026910118,0.00039111092,99.68259,100.54735,0.86476135,0.00039111092
124,-0.00031512632,-0.00014407527,99.77652,100.24829,0.47177124,0.00014407527
125,0.0009261744,-0.0009539672,99.98225,100.33,0.34775543,0.0009539672
126,0.003631603,0.0013449218,100.07342,100.00407,-0.0693512,0.0013449218
127,0.003619245,0.00058698683,100.303154,100.3081,0.0049438477,0.00058698683
128,0.0067411168,0.0022079118,99.91256,100.169365,0.25680542,0.0022079118
129,0.008449828,0.018192919,100.01868,100.1398,0.12112427,0.018192919
130,0.009695104,-0.0064502917,100.03401,99.87161,-0.16239929,0.0064502917
131,0.009763089,0.0018071317,100.01337,100.46155,0.44818115,0.0018071317
132,0.008808927,0.0050248257,99.79021,99.48232,-0.30788422,0.0050248257
133,0.0077762506,0.008156271,99.536804,99.997314,0.46051025,0.008156271
134,0.006471458,-0.0072569647,99.88548,99.798996,-0.08648682,0.0072569647
135,0.007865375,-0.00561273,100.42983,100.70004,0.27021027,0.00561273
136,0.005554,-0.00071397756,99.94189,100.25335,0.3114624,0.00071397756
137,0.0073544784,0.005164771,100.18091,100.588715,0.4078064,0.005164771
138,0.0071774838,0.007032352,100.279305,100.03043,-0.24887085,0.007032352
139,0.006486118,-0.010275762,99.898674,99.92097,0.02229309,0.010275762
140,0.0076425374,0.003193498,100.126915,100.13604,0.009124756,0.003193498
141,0.00654939,-0.01614624,99.640816,99.67742,0.036605835,0.01614624
142,0.0061769895,0.004968515,100.108284,99.99367,-0.114616394,0.004968515
143,0.0043704696,-0.002471351,99.50145,99.84097,0.33952332,0.002471351
144,0.0052501974,0.0009520896,100.20883,100.09874,-0.11009216,0.0009520896
145,0.0049809003,-0.004411431,100.076706,100.01698,-0.0597229,0.004411431
146,0.00554475,0.00374606,100.3087,100.174446,-0.13425446,0.00374606
147,0.007861946,-0.012088442,100.33206,99.96866,-0.36340332,0.012088442
148,0.008202388,-0.0020791725,100.31279,100.27764,-0.03514862,0.0020791725
149,0.006156453,-0.0028153146,99.993866,100.433525,0.43965912,0.0028153146
150,0.0047453954,-0.008605728,100.37203,100.27891,-0.09312439,0.008605728
151,0.0011144379,-0.0008099406,100.0027,100.39105,0.38835144,0.0008099406
152,0.0019516102,-0.0022548905,99.83238,100.15077,0.3183899,0.0022548905
153,0.0019362539,-0.0030617905,100.209305,100.26551,0.05620575,0.0030617905
154,0.0035213856,-0.0022638268,100.17358,100.34793,0.17435455,0.0022638268
155,0.0031123064,0.0035867481,100.24359,100.30839,0.06479645,0.0035867481
156,0.0025965543,0.0005434235,100.14573,100.460556,0.31482697,0.0005434235
157,0.0027696944,0.0016150395,99.82579,100.28398,0.45819092,0.0016150395
158,0.0022138604,-0.0008701611,100.199135,100.247894,0.04875946,0.0008701611
159,0.0005554816,0.00028832522,100.49991,100.09731,-0.40259552,0.00028832522
160,-0.0010226853,-0.00017730765,100.45398,100.366936,-0.08704376,0.00017730765
161,-0.0007302945,0.00040391475,100.02036,100.71688,0.69651794,0.00040391475
162,0.0013650083,-0.00063252775,100.13889,100.55195,0.41305542,0.00063252775
163,0.0037107943,0.0057146433,99.59176,100.35625,0.7644882,0.0057146433
164,0.0041074157,-0.0021045327,100.57836,100.32452,-0.2538452,0.0021045327
165,0.0031708274,0.003640219,99.997635,99.96372,-0.03391266,0.003640219
166,0.004075352,0.006607315,100.11076,99.888176,-0.22258759,0.006607315
167,0.0025107714,0.000981061,100.178894,99.79851,-0.38038635,0.000981061
168,0.0027334397,0.0027802817,100.241325,100.1827,-0.058624268,0.0027802817
169,0.003239493,0.0021148662,100.35185,100.225296,-0.1265564,0.0021148662
170,0.0037763526,-0.0038507113,100.11876,100.341225,0.22246552,0.0038507113
171,0.0050728284,0.0037702376,100.049065,100.517426,0.4683609,0.0037702376
172,0.0065795714,-0.011205227,99.728874,100.20018,0.47130585,0.011205227
173,0.0069168224,0.00023833696,99.84204,100.58613,0.7440872,0.00023833696
174,0.0058598854,-0.011244803,99.748314,100.299965,0.551651,0.011244803
175,0.0033232537,-0.00055428105,100.06441,100.188324,0.123916626,0.00055428105
176,0.0025453607,-0.00080362055,99.91967,100.59813,0.67845917,0.00080362055
177,0.0011241029,-0.0013717306,99.9539,100.23676,0.2828598,0.0013717306
178,0.0018033724,0.0003691549,99.929054,100.68221,0.75315857,0.0003691549
179,0.00067514053,9.158335e-05,100.35773,100.29356,-0.06417084,9.158335e-05
180,0.0017251516,0.0027840808,100.01876,100.29197,0.27320862,0.0027840808
181,0.0041786083,0.0038898755,99.66676,100.04238,0.37561798,0.0038898755
182,0.006179827,0.011869051,99.61357,100.3357,0.7221298,0.011869051
183,0.007963182,0.00864835,99.91458,100.55798,0.6434021,0.00864835
184,0.009584839,0.013914718,100.03846,100.03879,0.00032806396,0.013914718
185,0.0069080936,0.00023690014,99.93773,100.29851,0.3607788,0.00023690014
186,0.005066749,0.001320596,100.079056,100.52417,0.44511414,0.001320596
187,0.0023821827,0.00045010188,100.10373,100.20907,0.10533905,0.00045010188
188,0.0034358406,-0.000781325,100.010635,100.15375,0.14311218,0.000781325
189,0.0044758166,0.005548372,100.60858,100.43706,-0.17152405,0.005548372
190,0.004391035,0.002786721,99.98498,100.02262,0.037643433,0.002786721
191,0.005814488,-8.7597065e-05,99.23646,99.76976,0.5333023,8.7597065e-05
192,0.006979689,-0.0001353872,99.95008,100.17132,0.22123718,0.0001353872
193,0.010736231,0.0038173299,100.223305,100.39684,0.17353821,0.0038173299
194,0.012913785,0.007349123,99.87431,99.97706,0.102745056,0.007349123
195,0.013752873,0.0010592042,99.899666,100.58007,0.68040466,0.0010592042
196,0.015811529,-0.011860667,99.63216,99.865364,0.2332077,0.011860667
197,0.014028648,-0.0038358406,99.48447,100.328995,0.8445282,0.0038358406
198,0.014768543,-0.0047530197,99.547676,100.72037,1.1726913,0.0047530197
199,0.015700959,-0.025860474,99.76626,100.43829,0.6720352,0.025860474
200,0.013550928,-0.05039891,99.94636,100.538475,0.5921173,0.05039891
201,0.014661501,-0.014112156,100.50688,100.376495,-0.13038635,0.014112156
202,0.012367631,-0.0008092521,100.8948,99.987625,-0.90717316,0.0008092521
203,0.009646229,-0.009750318,100.08445,100.538925,0.4544754,0.009750318
204,0.0034832703,0.0020056,99.88475,100.25018,0.36543274,0.0020056
205,0.0008469701,0.001338168,100.15225,100.02868,-0.1235733,0.001338168
206,-0.0022601024,-0.001433181,100.16839,99.81902,-0.34936523,0.001433181
207,-0.0046980586,0.005437791,100.47982,100.137566,-0.34225464,0.005437791
208,-0.005399247,0.009120054,100.189705,100.43294,0.24323273,0.009120054
209,-0.006120918,-0.0010411992,100.15905,99.876686,-0.2823639,0.0010411992
210,-0.00686877,0.0047838343,99.762924,100.11602,0.353096,0.0047838343
211,-0.0050245067,-0.0070643816,99.81395,100.14163,0.3276825,0.0070643816
212,-0.0036516185,-0.008017278,100.168396,100.09415,-0.07424927,0.008017278
213,-0.0006911444,-0.00014342072,99.9305,100.43163,0.5011368,0.00014342072
214,0.0006690154,-9.718378e-05,99.86599,100.2988,0.43280792,9.718378e-05
215,0.004044591,-0.003436519,100.34501,100.24606,-0.09894562,0.003436519
216,0.004326873,0.0072015966,100.12554,100.5055,0.3799591,0.0072015966
217,0.0044961628,0.003815126,99.879364,100.34064,0.4612732,0.003815126
218,0.0056345356,0.0043806774,100.08203,100.07298,-0.009048462,0.0043806774
219,0.006962973,-0.009365035,100.14707,100.39351,0.24643707,0.009365035
220,0.0058822967,-0.0011375727,100.16483,100.03839,-0.12644196,0.0011375727
221,0.008349806,-0.00095101283,100.16152,99.883064,-0.27845764,0.00095101283
222,0.00861383,-0.013014642,99.87671,99.868706,-0.008003235,0.013014642
223,0.00925404,-0.015263127,99.62389,100.29828,0.6743851,0.015263127
224,0.011400556,-0.019554516,99.810165,100.23154,0.42137146,0.019554516
225,0.012038304,0.018514121,99.92965,100.19016,0.2605133,0.018514121
226,0.012604805,-0.011788864,100.24231,100.48276,0.240448,0.011788864
227,0.009717535,-0.023323672,100.10922,99.83105,-0.27817535,0.023323672
228,0.0096019395,-0.0037302808,100.193,100.27652,0.08351898,0.0037302808
229,0.0040784995,-0.0022250456,99.998566,99.8442,-0.15436554,0.0022250456
230,0.0025984747,0.0040622912,100.218575,99.9342,-0.28437805,0.0040622912
231,-0.002154843,-0.0021797605,99.91791,100.02688,0.10897064,0.0021797605
232,-0.0048521976,-0.0054133437,99.824844,100.19819,0.37334442,0.0054133437
233,-0.0076158163,-0.0031723296,100.244675,100.39016,0.14548492,0.0031723296
234,-0.0072192815,0.001384595,100.71646,100.58285,-0.13361359,0.001384595
235,-0.005997846,0.003383612,100.066895,100.51702,0.45012665,0.003383612
236,-0.0024495663,-0.00031385152,100.139465,100.508545,0.3690796,0.00031385152
237,0.002205005,0.0012261228,100.1285,100.21336,0.084861755,0.0012261228
238,0.0034393999,-0.003956876,100.04879,100.323654,0.2748642,0.003956876
239,0.009377725,-0.0119472025,100.17976,100.02299,-0.15677643,0.0119472025
240,0.011245101,-0.023984613,100.22201,99.8595,-0.36251068,0.023984613
241,0.01270326,-0.01250171,99.9073,100.449455,0.5421524,0.01250171
242,0.012101009,0.0074249553,99.81022,100.3085,0.4982834,0.0074249553
243,0.010499792,0.0068056653,99.68326,100.36681,0.6835556,0.0068056653
244,0.012004675,-0.013391557,99.77957,100.080284,0.3007126,0.013391557
245,0.010704243,-0.0042259847,99.5661,100.1946,0.6285019,0.0042259847
246,0.011963573,0.010206486,100.1861,100.14806,-0.03803253,0.010206486
247,0.011591878,-0.0004037324,99.857864,100.37106,0.51319885,0.0004037324
248,0.008192954,0.0033567208,99.7429,100.280876,0.5379791,0.0033567208
249,0.007215092,0.013966958,99.967354,100.440956,0.4736023,0.013966958
250,0.0052327747,-0.003165703,99.8377,100.6835,0.8458023,0.003165703
251,0.0058583845,0.0025089576,99.81199,100.14917,0.3371811,0.0025089576
252,0.0047436664,-0.006622905,99.93523,100.14575,0.21052551,0.006622905
253,0.006304907,-0.00054982444,99.898834,100.48307,0.58423615,0.00054982444
254,0.005116937,-0.001993035,99.84361,100.330864,0.48725128,0.001993035
255,0.0073231407,-0.00785996,100.10245,100.19293,0.09048462,0.00785996
256,0.005571656,0.0017411311,100.17876,100.02419,-0.1545639,0.0017411311
257,0.0060569122,-0.004950401,99.9107,100.1693,0.25859833,0.004950401
258,0.0047491146,-0.00060826255,100.20024,100.354095,0.15385437,0.00060826255
259,0.0037729258,0.0005273732,99.98604,100.05048,0.064445496,0.0005273732
260,0.0009410221,0.0009074328,100.00998,100.01575,0.0057678223,0.0009074328
261,0.00072141027,-0.00093719707,99.68601,100.05682,0.37081146,0.00093719707
262,-5.9042795e-05,-6.471884e-06,99.555305,100.14825,0.5929413,6.471884e-06
263,0.0030200437,-0.00024696978,99.557785,100.52584,0.9680557,0.00024696978
264,0.0034629996,-0.000656954,100.03311,100.19396,0.16085052,0.000656954
265,0.0053206687,1.4149108e-05,99.83704,100.41212,0.57507324,1.4149108e-05
266,0.008512309,-0.009541007,99.84184,100.01563,0.17378998,0.009541007
267,0.008817433,-0.0044298475,100.239174,100.61494,0.37576294,0.0044298475
268,0.009404474,-0.0023361086,99.82291,100.52793,0.7050247,0.0023361086
269,0.0106332395,0.009896323,99.805374,99.90231,0.09693909,0.009896323
270,0.009259685,0.002586661,99.858025,100.48931,0.6312866,0.002586661
271,0.007543514,-0.0046900893,100.07046,99.22514,-0.845314,0.0046900893
272,0.0043332316,-0.0050934674,100.25213,99.966805,-0.2853241,0.0050934674
273,0.0046385215,0.0060241492,99.695145,99.49209,-0.20305634,0.0060241492
274,0.0027913987,-0.0021638933,100.09228,99.803055,-0.28922272,0.0021638933
275,0.0028863733,0.000986384,99.57062,99.79197,0.22135162,0.000986384
276,0.0020949137,-0.0018305577,99.89229,100.168396,0.2761078,0.0018305577
277,0.003285262,-0.001270514,99.679054,100.05385,0.374794,0.001270514
278,0.004472358,-0.0031225968,99.460205,100.32363,0.8634262,0.0031225968
279,0.0058562006,-0.0019743408,100.1441,100.562454,0.41835785,0.0019743408
280,0.008394958,0.014268534,100.160835,100.43872,0.27788544,0.014268534
281,0.009962874,-0.0016226,99.96057,100.222725,0.26215363,0.0016226
282,0.008189534,0.008989292,99.79828,100.12724,0.32896423,0.008989292
283,0.005240652,0.0034298976,100.44253,100.08193,-0.3605957,0.0034298976
284,0.0035523577,0.00475481,100.39321,100.41891,0.0256958,0.00475481
285,0.0031904483,0.0049408437,100.43206,100.40936,-0.022697449,0.0049408437
286,0.0014208256,0.0021179111,100.26836,100.159836,-0.10852051,0.0021179111
287,-0.00080377894,-0.0010197998,100.08787,100.10725,0.019378662,0.0010197998
288,-0.0011325474,-0.0023081682,100.33987,100.056496,-0.28337097,0.0023081682
289,0.00048291142,5.4233435e-05,99.8395,99.85102,0.011520386,5.4233435e-05
290,0.00053238927,0.0006846725,99.784805,99.76132,-0.023483276,0.0006846725
291,0.0010974006,-0.00042918356,99.650856,99.996475,0.3456192,0.00042918356
292,0.001589219,0.00089523284,99.9423,100.04968,0.10738373,0.00089523284
293,0.002235527,0.0006292606,100.10104,100.189064,0.088020325,0.0006292606
294,0.0032011112,0.0054745637,99.74776,100.01471,0.2669525,0.0054745637
295,0.0044217426,-0.00064789114,99.900925,100.19675,0.29582214,0.00064789114
296,0.0055231797,-0.0036885934,99.98708,100.584114,0.59703064,0.0036885934
297,0.008023813,-0.002035639,99.90877,100.346794,0.43802643,0.002035639
298,0.007140184,-0.0014238104,100.19934,100.02423,-0.17510986,0.0014238104
299,0.009271439,-0.010690261,100.15637,100.228455,0.07208252,0.010690261
300,0.01151841,-0.011206094,99.85026,100.07057,0.22031403,0.011206094
301,0.013950968,-0.0017005638,99.94529,100.14753,0.20223999,0.0017005638
302,0.017613411,-0.0388323,99.79046,100.2463,0.45584106,0.0388323
303,0.017725633,0.007914534,99.4537,99.99661,0.54291534,0.007914534
304,0.01840723,-0.022981085,99.819084,100.41278,0.5936966,0.022981085
305,0.017231107,0.029316051,99.16158,100.19919,1.0376053,0.029316051
306,0.01562917,-0.0073443386,99.67458,100.58523,0.91064453,0.0073443386
307,0.011527242,0.009836358,99.97403,100.16387,0.18984222,0.009836358
308,0.007060932,0.00920034,99.88174,100.38429,0.50255585,0.00920034
309,0.005253122,0.003678166,100.24507,100.306274,0.061203003,0.003678166
310,0.003034587,0.0035879582,99.82414,100.35445,0.53030396,0.0035879582
311,0.0040487624,0.005228746,100.058014,100.06113,0.003112793,0.005228746
312,0.0076543526,0.0065626,99.96521,100.17898,0.213768,0.0065626
313,0.0070074457,0.006368541,100.099915,100.35717,0.25725555,0.006368541
314,0.00851489,0.0065771034,99.89034,100.421364,0.5310211,0.0065771034
315,0.009231375,-0.0057097687,100.10037,100.74617,0.6457977,0.0057097687
316,0.008037276,0.012124128,100.030785,100.09496,0.06417847,0.012124128
317,0.006255537,0.001094982,99.91324,99.91482,0.0015792847,0.001094982
318,0.0034383764,0.0071190824,100.00245,99.91231,-0.0901413,0.0071190824
319,0.0053627784,0.002298097,100.48192,100.69388,0.21195984,0.002298097
320,0.0020160247,-0.00020794316,99.8728,100.51225,0.6394501,0.00020794316
321,0.0045032664,-0.003279557,99.63107,100.342575,0.7115021,0.003279557
322,0.002042836,-0.0007091353,100.10525,100.014824,-0.090423584,0.0007091353
323,0.005460471,-0.0036329138,99.649826,100.32731,0.6774826,0.0036329138
324,0.0052133068,0.0024877987,99.91418,100.544655,0.6304779,0.0024877987
325,0.0071313735,-0.0023213034,99.56986,100.10201,0.53215027,0.0023213034
326,0.007497884,-0.008554171,99.8801,100.52652,0.64642334,0.008554171
327,0.0057743024,0.0056757266,99.71421,99.8909,0.17668915,0.0056757266
328,0.0056134155,0.0059706136,100.459114,100.00832,-0.4507904,0.0059706136
329,0.0075217006,-0.0032682966,99.704346,100.25767,0.55332184,0.0032682966
330,0.004717972,-0.0042768903,99.86724,99.798836,-0.06840515,0.0042768903
331,0.004232172,-0.0015460219,99.64673,100.11031,0.4635849,0.0015460219
332,0.0007376416,-0.0014710278,99.9401,99.52595,-0.41415405,0.0014710278
333,-0.00059586565,0.0007338937,100.05632,99.804245,-0.2520752,0.0007338937
334,-0.0013594278,0.0010636053,100.17926,99.82609,-0.3531723,0.0010636053
335,-0.0027280229,0.0067980234,100.38252,99.72947,-0.6530533,0.0067980234
336,-0.0051492,-0.00048608237,100.25313,100.11207,-0.14105988,0.00048608237
337,-0.0068464973,-0.008751429,100.0641,99.7968,-0.26730347,0.008751429
338,-0.0077673583,0.003261381,99.963524,99.879,-0.08452606,0.003261381
339,-0.0041697826,-0.0049280063,99.712715,99.942505,0.22978973,0.0049280063
340,-0.0020227476,0.00051678094,99.72745,99.95528,0.22782898,0.00051678094
341,-0.00033644427,5.7066693e-05,100.29021,99.81398,-0.4762268,5.7066693e-05
342,0.0024298283,-0.0020599405,99.35661,100.74005,1.3834381,0.0020599405
343,0.0031845332,-0.003651471,100.003716,100.274414,0.27069855,0.003651471
344,0.0019122214,-0.0023153343,100.259384,100.20839,-0.050994873,0.0023153343
345,0.0022931376,-0.0045563863,99.797966,100.14841,0.35044098,0.0045563863
346,-7.75322e-05,3.7842194e-05,100.06935,99.982994,-0.08635712,3.7842194e-05
347,0.001597987,0.0025622365,100.03093,100.151985,0.1210556,0.0025622365
348,0.0021660333,0.0012463944,100.27581,100.34163,0.06581879,0.0012463944
349,0.001760941,0.0012173025,100.23474,100.33373,0.098991394,0.0012173025
350,0.004808424,-0.00045098737,100.52858,100.05235,-0.4762268,0.00045098737
351,0.0043243673,-0.0008760667,100.22884,100.13424,-0.09460449,0.0008760667
352,0.0077235694,0.0064915,100.07202,99.8793,-0.1927185,0.0064915
353,0.00978079,-0.0038980374,99.54858,100.16341,0.61483,0.0038980374
354,0.008245649,0.0046283435,99.95823,99.96129,0.0030593872,0.0046283435
355,0.0073400405,-0.009788909,99.7669,99.930084,0.16318512,0.009788909
356,0.008738033,-0.006414123,100.19371,99.80897,-0.38474274,0.006414123
357,0.008707676,-0.00012789718,99.80682,99.976685,0.16986084,0.00012789718
358,0.010515396,-0.0059152925,100.07231,100.11326,0.04094696,0.0059152925
